code,count,mean,std,min,25%,50%,75%,max
82164-5,0.0,,,,,,,
82165-2,0.0,,,,,,,
82166-0,0.0,,,,,,,
82169-4,0.0,,,,,,,
82170-2,0.0,,,,,,,
82171-0,0.0,,,,,,,
82172-8,0.0,,,,,,,
82173-6,0.0,,,,,,,
82174-4,0.0,,,,,,,
82175-1,0.0,,,,,,,
82176-9,0.0,,,,,,,
82177-7,0.0,,,,,,,
82178-5,0.0,,,,,,,
82179-3,0.0,,,,,,,
82196-7,0.0,,,,,,,
82197-5,0.0,,,,,,,
82198-3,0.0,,,,,,,
82199-1,0.0,,,,,,,
82200-7,0.0,,,,,,,
82201-5,0.0,,,,,,,
82202-3,0.0,,,,,,,
82203-1,0.0,,,,,,,
82205-6,0.0,,,,,,,
82206-4,0.0,,,,,,,
82207-2,0.0,,,,,,,
82208-0,0.0,,,,,,,
82209-8,0.0,,,,,,,
82210-6,0.0,,,,,,,
82211-4,0.0,,,,,,,
82212-2,0.0,,,,,,,
82213-0,0.0,,,,,,,
8245-3,1.0,525.0,,525.0,525.0,525.0,525.0,525.0
8246-1,0.0,,,,,,,
8247-9,0.0,,,,,,,
82477-1,20.0,45.4,30.196549123159233,5.0,26.5,32.5,70.5,111.0
8249-5,0.0,,,,,,,
8251-1,9.0,3828.7999999999997,7640.9046018779745,-60.4,-39.6,9.5,14.3,17306.0
82667-7,18.0,3.1666666666666665,3.014670014133827,0.0,1.0,1.5,4.75,10.0
82781-6,0.0,,,,,,,
8280-0,1.0,71.0,,71.0,71.0,71.0,71.0,71.0
83081-0,0.0,,,,,,,
8338-6,2.0,125.5,9.192388155425117,119.0,122.25,125.5,128.75,132.0
8348-5,151.0,84.44562913907288,29.381682288486218,52.27,53.6,86.63,122.0,123.63
8385-7,84.0,17.178571428571427,5.3821675981966095,6.0,13.0,17.0,21.0,35.0
8414-5,84.0,25.154761904761905,5.4761125240778785,13.0,21.75,25.0,28.25,46.0
8440-0,84.0,40.92857142857143,7.869088087712952,18.0,36.0,40.5,45.0,68.0
8478-0,953.0,89.43406789087094,11.257236349470213,41.0,82.0,90.0,96.0,142.0
8514-2,4.0,87.25,12.230426539304888,72.0,80.25,89.0,96.0,99.0
8515-9,20.0,75.35,13.199980063780798,58.0,64.75,73.0,82.75,107.0
85151-9,6.0,51.833333333333336,69.433181308843,0.0,7.25,11.5,102.0,150.0
8530-8,1.0,119.0,,119.0,119.0,119.0,119.0,119.0
8531-6,2.0,125.16665,5.892532939661862,121.0,123.083325,125.16665,127.249975,129.3333
8546-4,4.0,145.5,16.921386861996073,131.0,132.5,142.0,155.0,167.0
8547-2,20.0,142.0,19.582484117458804,93.0,129.75,145.5,157.0,174.0
8591-0,77.0,12.38961038961039,10.645181568939071,0.0,6.0,11.0,16.0,82.0
85954-6,2.0,29.14,40.81420341008752,0.28,14.709999999999999,29.14,43.57,58.0
85977-7,1.0,0.6,,0.6,0.6,0.6,0.6,0.6
85991-8,1.0,0.66,,0.66,0.66,0.66,0.66,0.66
86009-8,1.0,2.38,,2.38,2.38,2.38,2.38,2.38
86024-7,1.0,1.69,,1.69,1.69,1.69,1.69,1.69
86039-5,1.0,0.91,,0.91,0.91,0.91,0.91,0.91
86045-2,1.0,3.62,,3.62,3.62,3.62,3.62,3.62
86052-8,1.0,0.9,,0.9,0.9,0.9,0.9,0.9
86064-3,1.0,3.04,,3.04,3.04,3.04,3.04,3.04
86080-9,2.0,37.255,51.96527734939938,0.51,18.8825,37.255,55.6275,74.0
86098-1,1.0,3.08,,3.08,3.08,3.08,3.08,3.08
86107-0,2.0,41.175,57.73526868388161,0.35,20.762500000000003,41.175,61.5875,82.0
86123-7,1.0,2.28,,2.28,2.28,2.28,2.28,2.28
86130-2,2.0,43.64,59.9060865021243,1.28,22.46,43.64,64.82,86.0
86136-9,1.0,89.0,,89.0,89.0,89.0,89.0,89.0
86147-6,1.0,0.77,,0.77,0.77,0.77,0.77,0.77
86169-0,1.0,0.86,,0.86,0.86,0.86,0.86,0.86
86243-3,0.0,,,,,,,
8633-0,849.0,98.34393404004712,25.4242208109649,52.0,83.0,92.0,104.0,204.0
8664-5,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
8665-2,17.0,11866404.647058824,10219766.476234106,1981.0,1997.0,20140324.0,20160916.0,20180304.0
87535-1,0.0,,,,,,,
87621-9,0.0,,,,,,,
88031-0,0.0,,,,,,,
88112-8,37.0,34.45945945945946,44.926232496909485,13.0,21.0,25.0,29.0,290.0
882-1,0.0,,,,,,,
88293-6,34.0,99.38235294117646,27.113694075450365,40.0,79.5,98.0,116.75,162.0
88294-4,34.0,85.94117647058823,23.564149936085933,34.0,69.25,85.0,100.75,141.0
88517-8,7.0,2.4085714285714284,4.103544925108162,0.0,0.005,0.02,3.8649999999999998,9.1
88615-0,0.0,,,,,,,
88718-2,0.0,,,,,,,
88721-6,0.0,,,,,,,
8884-9,0.0,,,,,,,
8885-6,0.0,,,,,,,
8898-9,0.0,,,,,,,
8899-7,0.0,,,,,,,
890-4,0.0,,,,,,,
8900-3,0.0,,,,,,,
8901-1,0.0,,,,,,,
8902-9,0.0,,,,,,,
8903-7,0.0,,,,,,,
8904-5,0.0,,,,,,,
8905-2,0.0,,,,,,,
8906-0,0.0,,,,,,,
8907-8,0.0,,,,,,,
8908-6,0.0,,,,,,,
8909-4,0.0,,,,,,,
8910-2,0.0,,,,,,,
8911-0,0.0,,,,,,,
8912-8,0.0,,,,,,,
8913-6,0.0,,,,,,,
89270-3,10.0,25.009,4.510571409970632,19.97,21.877499999999998,24.415,26.285,35.02
89276-0,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
89277-8,1462.0,97.52667578659371,4.861283130874349,0.0,97.0,99.0,100.0,100.0
89278-6,10084.0,79.6143395477985,23.945977014607504,0.0,65.0,76.0,90.0,1116.0
89280-2,9876.0,119.16140137707573,31.63389421827731,-308.0,103.0,118.0,134.0,334.0
89281-0,8174.0,64.382065084414,23.84140934492657,-308.0,55.0,63.0,73.0,342.0
89692-8,1.0,154.0,,154.0,154.0,154.0,154.0,154.0
91820-1,0.0,,,,,,,
9187-6,12.0,327.9166666666667,467.61220497590125,10.0,71.25,150.0,312.5,1600.0
9197-5,3.0,196.33333333333334,170.64680874054847,0.0,140.0,280.0,294.5,309.0
92131-2,0.0,,,,,,,
92141-1,0.0,,,,,,,
92142-9,0.0,,,,,,,
92702-0,0.0,,,,,,,
9305-4,6.0,58.666666666666664,41.14203041497425,4.0,25.25,76.5,88.75,94.0
9306-2,6.0,40.333333333333336,41.955532015059305,4.0,9.75,22.0,74.75,96.0
9317-9,0.0,,,,,,,
9318-7,25.0,500.4,591.519050129974,2.0,35.0,333.0,753.0,2305.0
9321-1,2.0,87.0,9.899494936611665,80.0,83.5,87.0,90.5,94.0
93246-7,0.0,,,,,,,
9383-1,1.0,62.9,,62.9,62.9,62.9,62.9,62.9
9393-0,2.0,48.849999999999994,44.47701653663384,17.4,33.125,48.849999999999994,64.575,80.3
9397-1,0.0,,,,,,,
94309-2,0.0,,,,,,,
94349-8,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
94500-6,0.0,,,,,,,
94505-5,1.0,4.11,,4.11,4.11,4.11,4.11,4.11
94533-7,0.0,,,,,,,
94558-4,0.0,,,,,,,
94563-4,0.0,,,,,,,
94564-2,0.0,,,,,,,
94565-9,0.0,,,,,,,
94694-7,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
94762-2,0.0,,,,,,,
94816-6,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
9587-7,0.0,,,,,,,
9588-5,0.0,,,,,,,
9589-3,0.0,,,,,,,
9590-1,0.0,,,,,,,
9591-9,0.0,,,,,,,
9592-7,0.0,,,,,,,
9593-5,0.0,,,,,,,
9594-3,0.0,,,,,,,
9595-0,0.0,,,,,,,
9596-8,0.0,,,,,,,
9597-6,0.0,,,,,,,
9598-4,0.0,,,,,,,
9599-2,0.0,,,,,,,
9622-2,5.0,40.662,87.95671816296922,0.31,1.41,1.79,1.8,198.0
9728-7,1.0,215.0,,215.0,215.0,215.0,215.0,215.0
9800-4,3.0,2.3333333333333335,1.5275252316519465,1.0,1.5,2.0,3.0,4.0
9813-7,4.0,13.600000000000001,17.56340893258861,0.5,0.575,8.1,21.125,37.7
9830-1,360.0,3.3352777777777773,1.1818049226800562,1.3,2.5,3.1,3.9,8.6
9842-6,11.0,1.2727272727272727,3.608071759012259,0.0,0.0,0.0,0.0,12.0
98979-8,78.0,79.94871794871794,17.65314985020236,36.0,70.25,81.0,91.75,130.0
98980-6,1.0,78.0,,78.0,78.0,78.0,78.0,78.0
LP14161-1,0.0,,,,,,,
LP14270-0,0.0,,,,,,,
LP14304-7,116.0,4.364827586206896,0.8548027819924015,1.75,3.8825000000000003,4.545,5.0024999999999995,5.91
LP14343-5,51.0,1.9411764705882353,0.2578189058918956,1.4,1.8,2.0,2.1,2.5
LP14348-4,3.0,158.33333333333334,102.5735508468598,41.0,122.0,203.0,217.0,231.0
LP14355-9,113.0,1.0197345132743363,0.5263595664307799,0.29,0.72,0.92,1.13,3.97
LP14419-3,45.0,9.627555555555556,4.1997944514396695,4.69,6.14,9.13,11.09,24.77
LP14449-0,150.0,12.188,2.8554650298879083,2.0,10.9,12.649999999999999,14.3,17.1
LP14487-0,16.0,1.9860625,1.067400859955309,0.676,1.2275,1.67,2.365,4.09
LP14492-0,142.0,18.943661971830984,12.325821738542087,6.0,12.0,15.0,21.0,103.0
LP14536-4,1.0,96.0,,96.0,96.0,96.0,96.0,96.0
LP14574-5,0.0,,,,,,,
LP14597-6,103.0,256.20388349514565,64.83619771231356,114.0,223.0,248.0,289.0,468.0
LP14635-4,137.0,137.82481751824818,88.2844581794136,36.0,95.0,106.0,140.0,600.0
LP14651-1,14.0,4239.642857142857,15767.219961812412,1.0,1.0,2.5,71.0,59021.0
LP14676-8,3.0,10.0,5.291502622129181,4.0,8.0,12.0,13.0,14.0
LP14752-7,1.0,7.22,,7.22,7.22,7.22,7.22,7.22
LP14915-0,40.0,85.875,152.6051024955991,3.0,28.0,40.5,57.25,670.0
LP15023-2,5.0,26.78000000000001,55.01497068980406,0.1,0.3,0.3,8.2,125.0
LP15033-1,1.0,335.0,,335.0,335.0,335.0,335.0,335.0
LP15098-4,124.0,4.076612903225806,0.4805330493727463,2.9,3.775,4.0,4.3,5.4
LP15099-2,112.0,139.03571428571428,4.378342628196676,123.0,137.0,139.0,141.0,159.0
LP15101-6,134.0,38.79179104477612,6.5190530299374965,17.5,34.95,39.95,44.275,51.2
LP15191-7,115.0,89.69478260869563,6.38863908685966,66.9,85.55000000000001,89.2,94.35,105.1
LP15257-6,146.0,9.343150684931508,1.0391579836908789,7.1,8.9,9.3,9.6,17.4
LP15271-7,1.0,10.0,,10.0,10.0,10.0,10.0,10.0
LP15272-5,3.0,305.3333333333333,21.361959960016154,293.0,293.0,293.0,311.5,330.0
LP15275-8,9.0,107.44444444444444,32.24946166648023,64.0,84.0,108.0,118.0,159.0
LP15333-5,67.0,38.134328358208954,77.32671644674951,5.0,14.0,23.0,31.5,468.0
LP15346-7,58.0,112.41379310344827,80.23890522480812,44.0,71.25,84.5,122.75,472.0
LP15355-8,5.0,48.2,16.407315441594946,28.0,34.0,54.0,59.0,66.0
LP15426-7,67.0,51.507462686567166,103.47776413673239,9.0,19.0,25.0,38.0,624.0
LP15441-6,128.0,24.2578125,2.837449486178419,15.0,22.0,25.0,26.0,30.0
LP15445-7,57.0,0.28947368421052627,0.662162099954793,0.2,0.2,0.2,0.2,5.2
LP15448-1,58.0,0.7017241379310345,1.2166233656284526,0.2,0.3,0.4,0.6,7.4
LP15483-8,126.0,100.4047619047619,8.419195753921935,20.0,98.0,101.0,104.0,119.0
LP15489-5,0.0,,,,,,,
LP15491-1,3.0,69.0,11.532562594670797,56.0,64.5,73.0,75.5,78.0
LP15492-9,0.0,,,,,,,
LP15493-7,43.0,129.2325581395349,59.81034996008409,32.0,66.0,140.0,165.5,236.0
LP15505-8,1.0,4000.0,,4000.0,4000.0,4000.0,4000.0,4000.0
LP15510-8,5.0,260.0,205.29490982486632,30.0,152.0,200.0,356.0,562.0
LP15575-1,1.0,10.7,,10.7,10.7,10.7,10.7,10.7
LP15677-5,1.0,50.0,,50.0,50.0,50.0,50.0,50.0
LP15686-6,38.0,2.118421052631579,1.463401307055161,0.8,1.2,1.7,2.1750000000000003,6.1
LP15701-3,0.0,,,,,,,
LP15942-3,37.0,2.1621621621621623,0.9863939238321439,2.0,2.0,2.0,2.0,8.0
LP15957-1,72.0,37.33888888888888,21.43630299449948,23.4,30.75,32.900000000000006,37.275000000000006,199.6
LP15987-8,10.0,307.8,290.3774555069086,150.0,150.0,209.5,258.0,1088.0
LP16359-9,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
LP16371-4,1.0,58.0,,58.0,58.0,58.0,58.0,58.0
LP16409-2,9.0,32.55555555555556,19.072959334559958,9.0,16.0,30.0,50.0,65.0
LP16812-7,34.0,1.0088235294117647,0.6061891129356508,0.36,0.705,0.9099999999999999,1.0550000000000002,3.56
LP16870-5,83.0,14.328915662650605,5.445730709116555,9.5,11.7,12.6,13.8,39.3
LP17102-2,74.0,1.2824324324324323,0.46060059306408685,0.8,1.1,1.1,1.3,3.2
LP17145-1,69.0,0.0444927536231884,0.09064371481218714,0.01,0.01,0.01,0.02,0.44
LP17274-9,0.0,,,,,,,
LP17388-7,0.0,,,,,,,
LP17644-3,0.0,,,,,,,
LP17657-5,112.0,10.250892857142857,0.7552811702105686,8.9,9.6,10.2,10.7,12.7
LP17676-5,0.0,,,,,,,
LP17689-8,115.0,29.21304347826086,2.1219207510017086,20.7,28.0,29.4,30.55,35.3
LP17695-5,115.0,32.59391304347826,1.3629358762973962,28.2,31.9,32.5,33.4,36.2
LP17698-9,115.0,14.301739130434783,2.0328004453581667,11.2,12.9,13.9,15.2,20.8
LP21258-6,40.0,96.9225,12.62960477080208,36.9,96.0,98.0,99.0,146.0
LP28609-3,3.0,8542.0,6204.572829776438,1800.0,5807.0,9814.0,11913.0,14012.0
LP30809-5,109.0,13.678899082568808,2.7382095188920443,7.0,12.0,14.0,15.0,21.0
LP30906-9,0.0,,,,,,,
LP31268-3,1.0,1157.0,,1157.0,1157.0,1157.0,1157.0,1157.0
LP31682-5,1.0,53.55,,53.55,53.55,53.55,53.55,53.55
LP35012-1,10.0,250.6,620.2533890811615,10.0,48.0,66.5,69.25,2015.0
LP35925-4,74.0,27.117702702702704,8.831072251764391,13.68,21.6375,24.240000000000002,31.52,50.0
LP36978-2,0.0,,,,,,,
LP38331-2,0.0,,,,,,,
LP39546-4,0.0,,,,,,,
LP6118-6,68.0,4.557352941176471,4.564245084020594,2.5,3.6750000000000003,4.2,4.5,41.3
LP62820-3,105.0,76.6952380952381,28.988102270760557,15.0,50.0,80.0,100.0,120.0
LP62821-1,105.0,86.25714285714285,30.301697265051956,17.0,58.0,93.0,115.0,120.0
LP64598-3,62.0,64.70270483870969,3.7360112346001,56.9999,62.05115,64.9802,66.95855,74.9998
LP65139-5,129.0,174.10520232558142,49.05071455698057,89.9993,136.687,167.551,198.416,360.235
LP65487-8,384.0,37.13880208333333,4.335496770003531,36.1,36.6,36.7,37.0,99.0
LP72199-0,344.0,18.674418604651162,5.183944400201056,8.0,16.0,17.0,20.0,56.0
LP72677-5,446.0,89.03363228699551,22.385614136315066,46.0,73.0,85.0,99.0,193.0
